Date,pharm_classes,Actual_Rx
2023-12-14,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2023-12-14,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-12-14,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-12-14,"Increased Diuresis, Thiazide Diuretic, Thiazides",21
2023-12-14,"Insulin Analog, Insulin",10
2023-12-14,"Macrolide Antimicrobial, Macrolides",5
2023-12-14,"Penicillin-class Antibacterial, Penicillins",27
2023-12-14,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",2
2023-12-14,"Thyroxine, l-Thyroxine",9
2023-12-15,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",29
2023-12-15,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2023-12-15,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-12-15,"Biguanide, Biguanides",11
2023-12-15,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2023-12-15,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",5
2023-12-15,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-12-15,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-12-15,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2023-12-15,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-12-15,"Insulin Analog, Insulin",7
2023-12-15,"Macrolide Antimicrobial, Macrolides",5
2023-12-15,"Penicillin-class Antibacterial, Penicillins",21
2023-12-15,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-12-15,"Thyroxine, l-Thyroxine",8
2023-12-16,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-12-16,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",14
2023-12-16,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",4
2023-12-16,"Biguanide, Biguanides",18
2023-12-16,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",7
2023-12-16,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",8
2023-12-16,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-12-16,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-12-16,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-12-16,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-12-16,"Insulin Analog, Insulin",11
2023-12-16,"Macrolide Antimicrobial, Macrolides",5
2023-12-16,"Penicillin-class Antibacterial, Penicillins",29
2023-12-16,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-12-16,"Thyroxine, l-Thyroxine",12
2023-12-17,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",20
2023-12-17,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",8
2023-12-17,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-12-17,"Biguanide, Biguanides",15
2023-12-17,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",6
2023-12-17,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-12-17,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-12-17,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",14
2023-12-17,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-12-17,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-12-17,"Insulin Analog, Insulin",8
2023-12-17,"Macrolide Antimicrobial, Macrolides",7
2023-12-17,"Penicillin-class Antibacterial, Penicillins",18
2023-12-17,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-12-17,"Thyroxine, l-Thyroxine",14
2023-12-18,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",11
2023-12-18,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",15
2023-12-18,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-12-18,"Biguanide, Biguanides",7
2023-12-18,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-12-18,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",8
2023-12-18,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-12-18,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-12-18,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2023-12-18,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2023-12-18,"Insulin Analog, Insulin",13
2023-12-18,"Macrolide Antimicrobial, Macrolides",6
2023-12-18,"Penicillin-class Antibacterial, Penicillins",26
2023-12-18,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-12-18,"Thyroxine, l-Thyroxine",15
2023-12-19,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-12-19,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",12
2023-12-19,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-12-19,"Biguanide, Biguanides",18
2023-12-19,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-12-19,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-12-19,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-12-19,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-12-19,"Increased Diuresis at Loop of Henle, Loop Diuretic",11
2023-12-19,"Increased Diuresis, Thiazide Diuretic, Thiazides",6
2023-12-19,"Insulin Analog, Insulin",10
2023-12-19,"Macrolide Antimicrobial, Macrolides",7
2023-12-19,"Penicillin-class Antibacterial, Penicillins",24
2023-12-19,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-12-19,"Thyroxine, l-Thyroxine",20
2023-12-20,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",27
2023-12-20,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2023-12-20,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-12-20,"Biguanide, Biguanides",10
2023-12-20,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2023-12-20,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-12-20,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-12-20,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-12-20,"Increased Diuresis at Loop of Henle, Loop Diuretic",10
2023-12-20,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-12-20,"Insulin Analog, Insulin",10
2023-12-20,"Macrolide Antimicrobial, Macrolides",5
2023-12-20,"Penicillin-class Antibacterial, Penicillins",12
2023-12-20,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-12-20,"Thyroxine, l-Thyroxine",8
2023-12-21,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",14
2023-12-21,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",8
2023-12-21,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-12-21,"Biguanide, Biguanides",12
2023-12-21,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2023-12-21,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",6
2023-12-21,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-12-21,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-12-21,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2023-12-21,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2023-12-21,"Insulin Analog, Insulin",5
2023-12-21,"Macrolide Antimicrobial, Macrolides",5
2023-12-21,"Penicillin-class Antibacterial, Penicillins",13
2023-12-21,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-12-21,"Thyroxine, l-Thyroxine",6
2023-12-22,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",19
2023-12-22,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",17
2023-12-22,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-12-22,"Biguanide, Biguanides",19
2023-12-22,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",15
2023-12-22,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-12-22,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-12-22,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-12-22,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-12-22,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2023-12-22,"Insulin Analog, Insulin",9
2023-12-22,"Macrolide Antimicrobial, Macrolides",4
2023-12-22,"Penicillin-class Antibacterial, Penicillins",9
2023-12-22,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-12-22,"Thyroxine, l-Thyroxine",16
2023-12-23,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2023-12-23,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2023-12-23,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-12-23,"Biguanide, Biguanides",9
2023-12-23,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2023-12-23,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-12-23,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-12-23,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-12-23,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-12-23,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-12-23,"Insulin Analog, Insulin",9
2023-12-23,"Macrolide Antimicrobial, Macrolides",4
2023-12-23,"Penicillin-class Antibacterial, Penicillins",17
2023-12-23,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-12-23,"Thyroxine, l-Thyroxine",5
2023-12-24,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2023-12-24,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",12
2023-12-24,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-12-24,"Biguanide, Biguanides",16
2023-12-24,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",17
2023-12-24,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-12-24,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2023-12-24,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-12-24,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2023-12-24,"Increased Diuresis, Thiazide Diuretic, Thiazides",6
2023-12-24,"Insulin Analog, Insulin",9
2023-12-24,"Macrolide Antimicrobial, Macrolides",10
2023-12-24,"Penicillin-class Antibacterial, Penicillins",22
2023-12-24,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-12-24,"Thyroxine, l-Thyroxine",9
2023-12-25,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",12
2023-12-25,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-12-25,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-12-25,"Biguanide, Biguanides",13
2023-12-25,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-12-25,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",6
2023-12-25,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-12-25,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-12-25,"Increased Diuresis at Loop of Henle, Loop Diuretic",13
2023-12-25,"Increased Diuresis, Thiazide Diuretic, Thiazides",8
2023-12-25,"Insulin Analog, Insulin",12
2023-12-25,"Macrolide Antimicrobial, Macrolides",4
2023-12-25,"Penicillin-class Antibacterial, Penicillins",21
2023-12-25,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-12-25,"Thyroxine, l-Thyroxine",10
2023-12-26,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2023-12-26,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-12-26,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",11
2023-12-26,"Biguanide, Biguanides",15
2023-12-26,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2023-12-26,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",14
2023-12-26,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-12-26,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-12-26,"Increased Diuresis at Loop of Henle, Loop Diuretic",13
2023-12-26,"Increased Diuresis, Thiazide Diuretic, Thiazides",13
2023-12-26,"Insulin Analog, Insulin",12
2023-12-26,"Macrolide Antimicrobial, Macrolides",9
2023-12-26,"Penicillin-class Antibacterial, Penicillins",16
2023-12-26,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-12-26,"Thyroxine, l-Thyroxine",9
2023-12-27,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",17
2023-12-27,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",9
2023-12-27,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-12-27,"Biguanide, Biguanides",9
2023-12-27,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",15
2023-12-27,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-12-27,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",13
2023-12-27,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-12-27,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2023-12-27,"Increased Diuresis, Thiazide Diuretic, Thiazides",17
2023-12-27,"Insulin Analog, Insulin",10
2023-12-27,"Macrolide Antimicrobial, Macrolides",2
2023-12-27,"Penicillin-class Antibacterial, Penicillins",17
2023-12-27,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-12-27,"Thyroxine, l-Thyroxine",7
2023-12-28,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2023-12-28,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",8
2023-12-28,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-12-28,"Biguanide, Biguanides",14
2023-12-28,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-12-28,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-12-28,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",13
2023-12-28,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-12-28,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-12-28,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-12-28,"Insulin Analog, Insulin",11
2023-12-28,"Macrolide Antimicrobial, Macrolides",4
2023-12-28,"Penicillin-class Antibacterial, Penicillins",13
2023-12-28,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-12-28,"Thyroxine, l-Thyroxine",10
2023-12-29,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2023-12-29,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",17
2023-12-29,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-12-29,"Biguanide, Biguanides",12
2023-12-29,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",11
2023-12-29,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",8
2023-12-29,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-12-29,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-12-29,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-12-29,"Increased Diuresis, Thiazide Diuretic, Thiazides",7
2023-12-29,"Insulin Analog, Insulin",7
2023-12-29,"Macrolide Antimicrobial, Macrolides",14
2023-12-29,"Penicillin-class Antibacterial, Penicillins",21
2023-12-29,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-12-29,"Thyroxine, l-Thyroxine",6
2023-12-30,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",23
2023-12-30,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",12
2023-12-30,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-12-30,"Biguanide, Biguanides",15
2023-12-30,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2023-12-30,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",19
2023-12-30,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-12-30,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-12-30,"Increased Diuresis at Loop of Henle, Loop Diuretic",3
2023-12-30,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-12-30,"Insulin Analog, Insulin",13
2023-12-30,"Macrolide Antimicrobial, Macrolides",9
2023-12-30,"Penicillin-class Antibacterial, Penicillins",21
2023-12-30,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-12-30,"Thyroxine, l-Thyroxine",8
2023-12-31,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",12
2023-12-31,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",7
2023-12-31,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-12-31,"Biguanide, Biguanides",20
2023-12-31,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-12-31,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-12-31,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-12-31,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-12-31,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2023-12-31,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2023-12-31,"Insulin Analog, Insulin",6
2023-12-31,"Macrolide Antimicrobial, Macrolides",6
2023-12-31,"Penicillin-class Antibacterial, Penicillins",13
2023-12-31,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-12-31,"Thyroxine, l-Thyroxine",8
2024-01-01,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2024-01-01,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2024-01-01,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2024-01-01,"Biguanide, Biguanides",14
2024-01-01,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",9
2024-01-01,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",12
2024-01-01,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",6
2024-01-01,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2024-01-01,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2024-01-01,"Increased Diuresis, Thiazide Diuretic, Thiazides",21
2024-01-01,"Insulin Analog, Insulin",19
2024-01-01,"Macrolide Antimicrobial, Macrolides",6
2024-01-01,"Penicillin-class Antibacterial, Penicillins",17
2024-01-01,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2024-01-01,"Thyroxine, l-Thyroxine",10
2024-01-02,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2024-01-02,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2024-01-02,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",10
2024-01-02,"Biguanide, Biguanides",12
2024-01-02,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2024-01-02,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",8
2024-01-02,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2024-01-02,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2024-01-02,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2024-01-02,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2024-01-02,"Insulin Analog, Insulin",10
2024-01-02,"Macrolide Antimicrobial, Macrolides",10
2024-01-02,"Penicillin-class Antibacterial, Penicillins",17
2024-01-02,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2024-01-02,"Thyroxine, l-Thyroxine",13
2024-01-03,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",19
2024-01-03,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",16
2024-01-03,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2024-01-03,"Biguanide, Biguanides",16
2024-01-03,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2024-01-03,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2024-01-03,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",4
2024-01-03,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-01-03,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2024-01-03,"Increased Diuresis, Thiazide Diuretic, Thiazides",10
2024-01-03,"Insulin Analog, Insulin",13
2024-01-03,"Macrolide Antimicrobial, Macrolides",9
2024-01-03,"Penicillin-class Antibacterial, Penicillins",28
2024-01-03,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2024-01-03,"Thyroxine, l-Thyroxine",11
2024-01-04,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",15
2024-01-04,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",23
2024-01-04,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2024-01-04,"Biguanide, Biguanides",5
2024-01-04,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",7
2024-01-04,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",14
2024-01-04,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2024-01-04,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2024-01-04,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2024-01-04,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2024-01-04,"Insulin Analog, Insulin",15
2024-01-04,"Macrolide Antimicrobial, Macrolides",9
2024-01-04,"Penicillin-class Antibacterial, Penicillins",17
2024-01-04,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2024-01-04,"Thyroxine, l-Thyroxine",8
2024-01-05,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",9
2024-01-05,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2024-01-05,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",13
2024-01-05,"Biguanide, Biguanides",10
2024-01-05,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2024-01-05,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2024-01-05,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2024-01-05,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2024-01-05,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2024-01-05,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2024-01-05,"Insulin Analog, Insulin",9
2024-01-05,"Macrolide Antimicrobial, Macrolides",10
2024-01-05,"Penicillin-class Antibacterial, Penicillins",15
2024-01-05,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2024-01-05,"Thyroxine, l-Thyroxine",10
2024-01-06,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",23
