PharmacistID,Shift,HoursWorked,Wage,WeekStartDate
RPH007,PM,12.89,69.78,2023-10-02
RPH008,AM,9.88,58.37,2023-10-02
RPH008,PM,9.73,58.37,2023-10-02
RPH009,AM,10.46,72.85,2023-10-02
RPH009,PM,12.29,72.85,2023-10-02
RPH010,AM,14.62,69.97,2023-10-02
RPH010,PM,13.09,69.97,2023-10-02
RPH011,AM,15.07,59.87,2023-10-02
RPH011,PM,12.2,59.87,2023-10-02
RPH012,AM,10.58,60.55,2023-10-02
RPH012,PM,9.28,60.55,2023-10-02
RPH013,AM,10.42,72.36,2023-10-02
RPH013,PM,9.69,72.36,2023-10-02
RPH014,AM,12.27,70.28,2023-10-02
RPH014,PM,9.67,70.28,2023-10-02
RPH015,AM,16.47,68.32,2023-10-02
RPH015,PM,10.67,68.32,2023-10-02
RPH001,AM,14.28,60.71,2023-10-09
RPH001,PM,14.68,60.71,2023-10-09
RPH002,AM,12.16,62.5,2023-10-09
RPH002,PM,11.14,62.5,2023-10-09
RPH003,AM,13.51,52.84,2023-10-09
RPH003,PM,12.27,52.84,2023-10-09
RPH004,AM,14.92,55.32,2023-10-09
RPH004,PM,8.86,55.32,2023-10-09
RPH005,AM,14.11,67.41,2023-10-09
RPH005,PM,13.77,67.41,2023-10-09
RPH006,AM,11.04,47.37,2023-10-09
RPH006,PM,14.09,47.37,2023-10-09
RPH007,AM,12.37,69.78,2023-10-09
RPH007,PM,14.33,69.78,2023-10-09
RPH008,AM,19.58,58.37,2023-10-09
RPH008,PM,15.89,58.37,2023-10-09
RPH009,AM,15.71,72.85,2023-10-09
RPH009,PM,14.09,72.85,2023-10-09
RPH010,AM,12.7,69.97,2023-10-09
RPH010,PM,13.63,69.97,2023-10-09
RPH011,AM,16.03,59.87,2023-10-09
RPH011,PM,14.79,59.87,2023-10-09
RPH012,AM,17.97,60.55,2023-10-09
RPH012,PM,15.44,60.55,2023-10-09
RPH013,AM,12.1,72.36,2023-10-09
RPH013,PM,13.4,72.36,2023-10-09
RPH014,AM,14.39,70.28,2023-10-09
RPH014,PM,13.02,70.28,2023-10-09
RPH015,AM,13.91,68.32,2023-10-09
RPH015,PM,11.25,68.32,2023-10-09
RPH001,AM,9.39,60.71,2023-10-16
RPH001,PM,15.48,60.71,2023-10-16
RPH002,AM,16.46,62.5,2023-10-16
RPH002,PM,15.09,62.5,2023-10-16
RPH003,AM,18.53,52.84,2023-10-16
RPH003,PM,20.02,52.84,2023-10-16
RPH004,AM,14.13,55.32,2023-10-16
RPH004,PM,12.19,55.32,2023-10-16
RPH005,AM,19.52,67.41,2023-10-16
RPH005,PM,16.63,67.41,2023-10-16
RPH006,AM,13.61,47.37,2023-10-16
RPH006,PM,11.82,47.37,2023-10-16
RPH007,AM,18.37,69.78,2023-10-16
RPH007,PM,14.72,69.78,2023-10-16
RPH008,AM,20.61,58.37,2023-10-16
RPH008,PM,14.54,58.37,2023-10-16
RPH009,AM,15.15,72.85,2023-10-16
RPH009,PM,12.56,72.85,2023-10-16
RPH010,AM,14.15,69.97,2023-10-16
RPH010,PM,15.07,69.97,2023-10-16
RPH011,AM,10.56,59.87,2023-10-16
RPH011,PM,10.97,59.87,2023-10-16
RPH012,AM,17.66,60.55,2023-10-16
RPH012,PM,14.97,60.55,2023-10-16
RPH013,AM,18.13,72.36,2023-10-16
RPH013,PM,17.29,72.36,2023-10-16
RPH014,AM,15.38,70.28,2023-10-16
RPH014,PM,17.96,70.28,2023-10-16
RPH015,AM,15.78,68.32,2023-10-16
RPH015,PM,14.47,68.32,2023-10-16
RPH001,AM,15.28,60.71,2023-10-23
RPH001,PM,13.1,60.71,2023-10-23
RPH002,AM,11.3,62.5,2023-10-23
RPH002,PM,8.95,62.5,2023-10-23
RPH003,AM,12.36,52.84,2023-10-23
RPH003,PM,12.34,52.84,2023-10-23
RPH004,AM,11.13,55.32,2023-10-23
RPH004,PM,9.27,55.32,2023-10-23
RPH005,AM,12.58,67.41,2023-10-23
RPH005,PM,10.82,67.41,2023-10-23
RPH006,AM,14.83,47.37,2023-10-23
RPH006,PM,14.28,47.37,2023-10-23
RPH007,AM,9.58,69.78,2023-10-23
RPH007,PM,10.9,69.78,2023-10-23
RPH008,AM,12.0,58.37,2023-10-23
RPH008,PM,10.18,58.37,2023-10-23
RPH009,AM,11.2,72.85,2023-10-23
RPH009,PM,11.65,72.85,2023-10-23
RPH010,AM,9.85,69.97,2023-10-23
RPH010,PM,11.46,69.97,2023-10-23
RPH011,AM,11.7,59.87,2023-10-23
RPH011,PM,13.84,59.87,2023-10-23
RPH012,AM,10.6,60.55,2023-10-23
RPH012,PM,12.19,60.55,2023-10-23
RPH013,AM,11.21,72.36,2023-10-23
RPH013,PM,12.21,72.36,2023-10-23
RPH014,AM,14.94,70.28,2023-10-23
RPH014,PM,9.57,70.28,2023-10-23
RPH015,AM,11.59,68.32,2023-10-23
RPH015,PM,11.96,68.32,2023-10-23
RPH001,AM,21.88,60.71,2023-10-30
RPH001,PM,21.93,60.71,2023-10-30
RPH002,AM,22.34,62.5,2023-10-30
RPH002,PM,19.58,62.5,2023-10-30
RPH003,AM,21.07,52.84,2023-10-30
RPH003,PM,17.41,52.84,2023-10-30
RPH004,AM,19.31,55.32,2023-10-30
RPH004,PM,21.88,55.32,2023-10-30
RPH005,AM,19.34,67.41,2023-10-30
RPH005,PM,17.88,67.41,2023-10-30
RPH006,AM,23.82,47.37,2023-10-30
RPH006,PM,19.3,47.37,2023-10-30
RPH007,AM,18.13,69.78,2023-10-30
RPH007,PM,20.81,69.78,2023-10-30
RPH008,AM,16.83,58.37,2023-10-30
RPH008,PM,18.28,58.37,2023-10-30
RPH009,AM,24.21,72.85,2023-10-30
RPH009,PM,21.43,72.85,2023-10-30
RPH010,AM,19.45,69.97,2023-10-30
RPH010,PM,18.61,69.97,2023-10-30
RPH011,AM,21.77,59.87,2023-10-30
RPH011,PM,16.43,59.87,2023-10-30
RPH012,AM,24.89,60.55,2023-10-30
RPH012,PM,16.73,60.55,2023-10-30
RPH013,AM,22.79,72.36,2023-10-30
RPH013,PM,17.41,72.36,2023-10-30
RPH014,AM,19.89,70.28,2023-10-30
RPH014,PM,14.73,70.28,2023-10-30
RPH015,AM,18.76,68.32,2023-10-30
RPH015,PM,17.07,68.32,2023-10-30
RPH001,AM,19.21,60.71,2023-11-06
RPH001,PM,19.64,60.71,2023-11-06
RPH002,AM,19.76,62.5,2023-11-06
RPH002,PM,16.42,62.5,2023-11-06
RPH003,AM,22.03,52.84,2023-11-06
RPH003,PM,20.13,52.84,2023-11-06
RPH004,AM,19.87,55.32,2023-11-06
RPH004,PM,16.12,55.32,2023-11-06
RPH005,AM,20.97,67.41,2023-11-06
RPH005,PM,23.29,67.41,2023-11-06
RPH006,AM,26.87,47.37,2023-11-06
RPH006,PM,22.14,47.37,2023-11-06
RPH007,AM,18.53,69.78,2023-11-06
RPH007,PM,16.02,69.78,2023-11-06
RPH008,AM,18.38,58.37,2023-11-06
RPH008,PM,17.46,58.37,2023-11-06
RPH009,AM,24.34,72.85,2023-11-06
RPH009,PM,20.81,72.85,2023-11-06
RPH010,AM,24.11,69.97,2023-11-06
RPH010,PM,21.56,69.97,2023-11-06
RPH011,AM,21.89,59.87,2023-11-06
RPH011,PM,18.32,59.87,2023-11-06
RPH012,AM,22.57,60.55,2023-11-06
RPH012,PM,20.35,60.55,2023-11-06
RPH013,AM,21.66,72.36,2023-11-06
RPH013,PM,14.63,72.36,2023-11-06
RPH014,AM,21.57,70.28,2023-11-06
RPH014,PM,17.89,70.28,2023-11-06
RPH015,AM,18.75,68.32,2023-11-06
RPH015,PM,16.17,68.32,2023-11-06
RPH001,AM,25.57,60.71,2023-11-13
RPH001,PM,21.61,60.71,2023-11-13
RPH002,AM,19.13,62.5,2023-11-13
RPH002,PM,21.44,62.5,2023-11-13
RPH003,AM,23.08,52.84,2023-11-13
RPH003,PM,22.15,52.84,2023-11-13
RPH004,AM,21.09,55.32,2023-11-13
RPH004,PM,19.4,55.32,2023-11-13
RPH005,AM,22.63,67.41,2023-11-13
RPH005,PM,21.09,67.41,2023-11-13
RPH006,AM,22.91,47.37,2023-11-13
RPH006,PM,21.08,47.37,2023-11-13
RPH007,AM,24.09,69.78,2023-11-13
RPH007,PM,23.32,69.78,2023-11-13
RPH008,AM,23.15,58.37,2023-11-13
RPH008,PM,23.01,58.37,2023-11-13
RPH009,AM,24.62,72.85,2023-11-13
RPH009,PM,22.02,72.85,2023-11-13
RPH010,AM,23.08,69.97,2023-11-13
RPH010,PM,22.1,69.97,2023-11-13
RPH011,AM,27.58,59.87,2023-11-13
RPH011,PM,22.29,59.87,2023-11-13
RPH012,AM,20.63,60.55,2023-11-13
RPH012,PM,16.62,60.55,2023-11-13
RPH013,AM,17.57,72.36,2023-11-13
RPH013,PM,17.41,72.36,2023-11-13
RPH014,AM,24.0,70.28,2023-11-13
RPH014,PM,21.69,70.28,2023-11-13
RPH015,AM,22.61,68.32,2023-11-13
RPH015,PM,17.79,68.32,2023-11-13
RPH001,AM,21.66,60.71,2023-11-20
RPH001,PM,16.69,60.71,2023-11-20
RPH002,AM,22.12,62.5,2023-11-20
RPH002,PM,21.38,62.5,2023-11-20
RPH003,AM,20.38,52.84,2023-11-20
RPH003,PM,19.83,52.84,2023-11-20
RPH004,AM,18.17,55.32,2023-11-20
RPH004,PM,18.18,55.32,2023-11-20
RPH005,AM,27.06,67.41,2023-11-20
RPH005,PM,21.5,67.41,2023-11-20
RPH006,AM,26.1,47.37,2023-11-20
RPH006,PM,24.85,47.37,2023-11-20
RPH007,AM,26.45,69.78,2023-11-20
RPH007,PM,22.84,69.78,2023-11-20
RPH008,AM,20.88,58.37,2023-11-20
RPH008,PM,17.82,58.37,2023-11-20
RPH009,AM,21.85,72.85,2023-11-20
RPH009,PM,22.66,72.85,2023-11-20
RPH010,AM,23.33,69.97,2023-11-20
RPH010,PM,23.31,69.97,2023-11-20
RPH011,AM,21.37,59.87,2023-11-20
RPH011,PM,19.68,59.87,2023-11-20
RPH012,AM,20.99,60.55,2023-11-20
RPH012,PM,18.36,60.55,2023-11-20
RPH013,AM,19.83,72.36,2023-11-20
RPH013,PM,21.62,72.36,2023-11-20
RPH014,AM,22.94,70.28,2023-11-20
RPH014,PM,21.22,70.28,2023-11-20
RPH015,AM,18.96,68.32,2023-11-20
RPH015,PM,20.14,68.32,2023-11-20
RPH001,AM,9.45,60.71,2023-11-27
RPH001,PM,11.1,60.71,2023-11-27
RPH002,AM,10.38,62.5,2023-11-27
RPH002,PM,9.33,62.5,2023-11-27
RPH003,AM,16.14,52.84,2023-11-27
RPH003,PM,13.67,52.84,2023-11-27
RPH004,AM,10.97,55.32,2023-11-27
RPH004,PM,11.39,55.32,2023-11-27
RPH005,AM,14.01,67.41,2023-11-27
RPH005,PM,10.78,67.41,2023-11-27
RPH006,AM,11.79,47.37,2023-11-27
RPH006,PM,10.37,47.37,2023-11-27
RPH007,AM,15.43,69.78,2023-11-27
RPH007,PM,12.59,69.78,2023-11-27
RPH008,AM,10.05,58.37,2023-11-27
RPH008,PM,8.95,58.37,2023-11-27
RPH009,AM,12.56,72.85,2023-11-27
RPH009,PM,10.81,72.85,2023-11-27
RPH010,AM,16.26,69.97,2023-11-27
RPH010,PM,16.39,69.97,2023-11-27
RPH011,AM,10.8,59.87,2023-11-27
RPH011,PM,9.24,59.87,2023-11-27
RPH012,AM,12.6,60.55,2023-11-27
RPH012,PM,10.29,60.55,2023-11-27
RPH013,AM,12.45,72.36,2023-11-27
RPH013,PM,10.69,72.36,2023-11-27
RPH014,AM,15.79,70.28,2023-11-27
RPH014,PM,15.32,70.28,2023-11-27
RPH015,AM,10.05,68.32,2023-11-27
RPH015,PM,12.31,68.32,2023-11-27
RPH001,AM,23.62,60.71,2023-12-04
RPH001,PM,18.27,60.71,2023-12-04
RPH002,AM,19.87,62.5,2023-12-04
RPH002,PM,22.06,62.5,2023-12-04
RPH003,AM,23.6,52.84,2023-12-04
RPH003,PM,23.7,52.84,2023-12-04
RPH004,AM,18.13,55.32,2023-12-04
RPH004,PM,17.39,55.32,2023-12-04
RPH005,AM,26.9,67.41,2023-12-04
RPH005,PM,22.48,67.41,2023-12-04
RPH006,AM,26.05,47.37,2023-12-04
RPH006,PM,19.7,47.37,2023-12-04
RPH007,AM,22.57,69.78,2023-12-04
RPH007,PM,16.34,69.78,2023-12-04
RPH008,AM,19.6,58.37,2023-12-04
RPH008,PM,16.72,58.37,2023-12-04
RPH009,AM,19.85,72.85,2023-12-04
RPH009,PM,17.85,72.85,2023-12-04
RPH010,AM,18.26,69.97,2023-12-04
RPH010,PM,15.95,69.97,2023-12-04
RPH011,AM,22.53,59.87,2023-12-04
RPH011,PM,22.56,59.87,2023-12-04
RPH012,AM,15.97,60.55,2023-12-04
RPH012,PM,14.49,60.55,2023-12-04
RPH013,AM,22.12,72.36,2023-12-04
RPH013,PM,18.32,72.36,2023-12-04
RPH014,AM,23.43,70.28,2023-12-04
RPH014,PM,23.21,70.28,2023-12-04
RPH015,AM,21.7,68.32,2023-12-04
RPH015,PM,18.54,68.32,2023-12-04
RPH001,AM,25.82,60.71,2023-12-11
RPH001,PM,21.76,60.71,2023-12-11
RPH002,AM,20.31,62.5,2023-12-11
RPH002,PM,19.54,62.5,2023-12-11
RPH003,AM,23.79,52.84,2023-12-11
RPH003,PM,20.23,52.84,2023-12-11
RPH004,AM,20.88,55.32,2023-12-11
RPH004,PM,17.51,55.32,2023-12-11
RPH005,AM,17.7,67.41,2023-12-11
RPH005,PM,18.23,67.41,2023-12-11
RPH006,AM,22.78,47.37,2023-12-11
RPH006,PM,19.89,47.37,2023-12-11
RPH007,AM,26.19,69.78,2023-12-11
RPH007,PM,21.05,69.78,2023-12-11
RPH008,AM,21.53,58.37,2023-12-11
RPH008,PM,21.99,58.37,2023-12-11
RPH009,AM,24.05,72.85,2023-12-11
RPH009,PM,24.06,72.85,2023-12-11
RPH010,AM,21.9,69.97,2023-12-11
RPH010,PM,18.84,69.97,2023-12-11
RPH011,AM,27.7,59.87,2023-12-11
RPH011,PM,24.61,59.87,2023-12-11
RPH012,AM,23.65,60.55,2023-12-11
RPH012,PM,21.57,60.55,2023-12-11
RPH013,AM,26.53,72.36,2023-12-11
RPH013,PM,22.38,72.36,2023-12-11
RPH014,AM,18.1,70.28,2023-12-11
RPH014,PM,22.79,70.28,2023-12-11
RPH015,AM,22.04,68.32,2023-12-11
RPH015,PM,22.45,68.32,2023-12-11
RPH001,AM,15.47,60.71,2023-12-18
RPH001,PM,11.93,60.71,2023-12-18
RPH002,AM,12.72,62.5,2023-12-18
RPH002,PM,13.4,62.5,2023-12-18
RPH003,AM,14.42,52.84,2023-12-18
RPH003,PM,14.31,52.84,2023-12-18
RPH004,AM,9.93,55.32,2023-12-18
RPH004,PM,9.99,55.32,2023-12-18
RPH005,AM,8.51,67.41,2023-12-18
RPH005,PM,10.87,67.41,2023-12-18
RPH006,AM,11.35,47.37,2023-12-18
RPH006,PM,9.24,47.37,2023-12-18
RPH007,AM,11.68,69.78,2023-12-18
RPH007,PM,13.34,69.78,2023-12-18
RPH008,AM,15.53,58.37,2023-12-18
RPH008,PM,13.66,58.37,2023-12-18
RPH009,AM,8.81,72.85,2023-12-18
RPH009,PM,10.63,72.85,2023-12-18
RPH010,AM,15.4,69.97,2023-12-18
RPH010,PM,11.97,69.97,2023-12-18
RPH011,AM,11.95,59.87,2023-12-18
RPH011,PM,12.39,59.87,2023-12-18
RPH012,AM,13.44,60.55,2023-12-18
RPH012,PM,11.45,60.55,2023-12-18
RPH013,AM,13.57,72.36,2023-12-18
RPH013,PM,12.3,72.36,2023-12-18
RPH014,AM,11.61,70.28,2023-12-18
RPH014,PM,12.45,70.28,2023-12-18
RPH015,AM,14.17,68.32,2023-12-18
RPH015,PM,10.67,68.32,2023-12-18
RPH001,AM,11.76,60.71,2023-12-25
RPH001,PM,10.03,60.71,2023-12-25
RPH002,AM,15.99,62.5,2023-12-25
RPH002,PM,12.07,62.5,2023-12-25
RPH003,AM,16.95,52.84,2023-12-25
RPH003,PM,11.95,52.84,2023-12-25
RPH004,AM,12.28,55.32,2023-12-25
RPH004,PM,12.31,55.32,2023-12-25
RPH005,AM,13.1,67.41,2023-12-25
RPH005,PM,8.0,67.41,2023-12-25
RPH006,AM,11.74,47.37,2023-12-25
RPH006,PM,15.49,47.37,2023-12-25
RPH007,AM,13.46,69.78,2023-12-25
RPH007,PM,9.64,69.78,2023-12-25
RPH008,AM,11.86,58.37,2023-12-25
RPH008,PM,11.55,58.37,2023-12-25
RPH009,AM,13.83,72.85,2023-12-25
RPH009,PM,14.38,72.85,2023-12-25
RPH010,AM,10.22,69.97,2023-12-25
RPH010,PM,12.48,69.97,2023-12-25
RPH011,AM,9.22,59.87,2023-12-25
RPH011,PM,10.98,59.87,2023-12-25
RPH012,AM,14.83,60.55,2023-12-25
RPH012,PM,11.24,60.55,2023-12-25
RPH013,AM,11.01,72.36,2023-12-25
RPH013,PM,9.52,72.36,2023-12-25
RPH014,AM,10.82,70.28,2023-12-25
RPH014,PM,11.28,70.28,2023-12-25
RPH015,AM,11.65,68.32,2023-12-25
RPH015,PM,14.26,68.32,2023-12-25
RPH001,AM,25.31,60.71,2024-01-01
RPH001,PM,25.1,60.71,2024-01-01
RPH002,AM,21.45,62.5,2024-01-01
RPH002,PM,20.55,62.5,2024-01-01
RPH003,AM,23.86,52.84,2024-01-01
RPH003,PM,21.41,52.84,2024-01-01
RPH004,AM,21.22,55.32,2024-01-01
RPH004,PM,20.91,55.32,2024-01-01
RPH005,AM,27.83,67.41,2024-01-01
RPH005,PM,27.19,67.41,2024-01-01
RPH006,AM,31.43,47.37,2024-01-01
RPH006,PM,27.18,47.37,2024-01-01
RPH007,AM,18.23,69.78,2024-01-01
RPH007,PM,21.87,69.78,2024-01-01
RPH008,AM,20.29,58.37,2024-01-01
RPH008,PM,18.97,58.37,2024-01-01
RPH009,AM,27.64,72.85,2024-01-01
RPH009,PM,27.42,72.85,2024-01-01
RPH010,AM,19.81,69.97,2024-01-01
RPH010,PM,20.99,69.97,2024-01-01
RPH011,AM,20.52,59.87,2024-01-01
RPH011,PM,18.57,59.87,2024-01-01
RPH012,AM,20.91,60.55,2024-01-01
RPH012,PM,20.44,60.55,2024-01-01
RPH013,AM,23.17,72.36,2024-01-01
RPH013,PM,17.34,72.36,2024-01-01
RPH014,AM,20.07,70.28,2024-01-01
RPH014,PM,16.49,70.28,2024-01-01
RPH015,AM,18.85,68.32,2024-01-01
RPH015,PM,21.14,68.32,2024-01-01
RPH001,AM,15.67,60.71,2024-01-08
RPH001,PM,14.69,60.71,2024-01-08
RPH002,AM,17.18,62.5,2024-01-08
RPH002,PM,14.98,62.5,2024-01-08
RPH003,AM,14.7,52.84,2024-01-08
RPH003,PM,11.17,52.84,2024-01-08
RPH004,AM,13.36,55.32,2024-01-08
RPH004,PM,10.47,55.32,2024-01-08
RPH005,AM,13.79,67.41,2024-01-08
RPH005,PM,11.33,67.41,2024-01-08
RPH006,AM,17.46,47.37,2024-01-08
RPH006,PM,15.51,47.37,2024-01-08
RPH007,AM,12.71,69.78,2024-01-08
RPH007,PM,12.6,69.78,2024-01-08
RPH008,AM,18.19,58.37,2024-01-08
RPH008,PM,16.33,58.37,2024-01-08
RPH009,AM,20.82,72.85,2024-01-08
RPH009,PM,15.56,72.85,2024-01-08
RPH010,AM,12.82,69.97,2024-01-08
RPH010,PM,10.81,69.97,2024-01-08
RPH011,AM,17.74,59.87,2024-01-08
RPH011,PM,16.77,59.87,2024-01-08
RPH012,AM,15.85,60.55,2024-01-08
RPH012,PM,15.26,60.55,2024-01-08
RPH013,AM,14.7,72.36,2024-01-08
RPH013,PM,16.14,72.36,2024-01-08
RPH014,AM,18.94,70.28,2024-01-08
RPH014,PM,16.15,70.28,2024-01-08
RPH015,AM,15.54,68.32,2024-01-08
RPH015,PM,12.3,68.32,2024-01-08
RPH001,AM,20.38,60.71,2024-01-15
RPH001,PM,16.22,60.71,2024-01-15
RPH002,AM,25.88,62.5,2024-01-15
RPH002,PM,23.31,62.5,2024-01-15
RPH003,AM,23.39,52.84,2024-01-15
RPH003,PM,19.31,52.84,2024-01-15
RPH004,AM,18.88,55.32,2024-01-15
RPH004,PM,18.01,55.32,2024-01-15
RPH005,AM,22.47,67.41,2024-01-15
RPH005,PM,16.74,67.41,2024-01-15
RPH006,AM,20.5,47.37,2024-01-15
RPH006,PM,19.76,47.37,2024-01-15
RPH007,AM,25.02,69.78,2024-01-15
RPH007,PM,20.98,69.78,2024-01-15
RPH008,AM,21.79,58.37,2024-01-15
RPH008,PM,21.67,58.37,2024-01-15
RPH009,AM,23.97,72.85,2024-01-15
RPH009,PM,24.0,72.85,2024-01-15
RPH010,AM,30.52,69.97,2024-01-15
RPH010,PM,27.58,69.97,2024-01-15
RPH011,AM,21.33,59.87,2024-01-15
RPH011,PM,15.66,59.87,2024-01-15
RPH012,AM,18.19,60.55,2024-01-15
RPH012,PM,18.02,60.55,2024-01-15
RPH013,AM,21.56,72.36,2024-01-15
RPH013,PM,20.21,72.36,2024-01-15
RPH014,AM,27.35,70.28,2024-01-15
RPH014,PM,25.64,70.28,2024-01-15
RPH015,AM,18.79,68.32,2024-01-15
RPH015,PM,19.24,68.32,2024-01-15
RPH001,AM,16.27,60.71,2024-01-22
RPH001,PM,15.06,60.71,2024-01-22
RPH002,AM,20.58,62.5,2024-01-22
RPH002,PM,16.67,62.5,2024-01-22
RPH003,AM,14.23,52.84,2024-01-22
RPH003,PM,12.37,52.84,2024-01-22
RPH004,AM,15.67,55.32,2024-01-22
RPH004,PM,14.69,55.32,2024-01-22
RPH005,AM,15.95,67.41,2024-01-22
RPH005,PM,12.57,67.41,2024-01-22
RPH006,AM,17.01,47.37,2024-01-22
RPH006,PM,14.58,47.37,2024-01-22
RPH007,AM,19.85,69.78,2024-01-22
RPH007,PM,19.12,69.78,2024-01-22
RPH008,AM,17.94,58.37,2024-01-22
RPH008,PM,15.8,58.37,2024-01-22
RPH009,AM,18.87,72.85,2024-01-22
RPH009,PM,14.7,72.85,2024-01-22
RPH010,AM,16.28,69.97,2024-01-22
RPH010,PM,17.5,69.97,2024-01-22
RPH011,AM,15.72,59.87,2024-01-22
RPH011,PM,16.44,59.87,2024-01-22
RPH012,AM,17.51,60.55,2024-01-22
RPH012,PM,14.4,60.55,2024-01-22
RPH013,AM,21.02,72.36,2024-01-22
RPH013,PM,19.57,72.36,2024-01-22
RPH014,AM,11.28,70.28,2024-01-22
RPH014,PM,16.51,70.28,2024-01-22
RPH015,AM,16.46,68.32,2024-01-22
RPH015,PM,14.74,68.32,2024-01-22
RPH001,AM,14.04,60.71,2024-01-29
RPH001,PM,13.43,60.71,2024-01-29
RPH002,AM,13.74,62.5,2024-01-29
RPH002,PM,14.18,62.5,2024-01-29
RPH003,AM,13.39,52.84,2024-01-29
RPH003,PM,10.3,52.84,2024-01-29
RPH004,AM,16.83,55.32,2024-01-29
RPH004,PM,16.73,55.32,2024-01-29
RPH005,AM,11.06,67.41,2024-01-29
RPH005,PM,12.34,67.41,2024-01-29
RPH006,AM,11.97,47.37,2024-01-29
RPH006,PM,9.73,47.37,2024-01-29
RPH007,AM,11.84,69.78,2024-01-29
RPH007,PM,9.85,69.78,2024-01-29
RPH008,AM,11.34,58.37,2024-01-29
RPH008,PM,13.6,58.37,2024-01-29
RPH009,AM,17.06,72.85,2024-01-29
RPH009,PM,16.83,72.85,2024-01-29
RPH010,AM,15.04,69.97,2024-01-29
RPH010,PM,10.82,69.97,2024-01-29
RPH011,AM,13.62,59.87,2024-01-29
RPH011,PM,13.71,59.87,2024-01-29
RPH012,AM,18.26,60.55,2024-01-29
RPH012,PM,14.31,60.55,2024-01-29
RPH013,AM,10.38,72.36,2024-01-29
RPH013,PM,10.57,72.36,2024-01-29
RPH014,AM,15.43,70.28,2024-01-29
RPH014,PM,13.98,70.28,2024-01-29
RPH015,AM,15.43,68.32,2024-01-29
RPH015,PM,12.71,68.32,2024-01-29
RPH001,AM,23.11,60.71,2024-02-05
RPH001,PM,18.72,60.71,2024-02-05
RPH002,AM,23.77,62.5,2024-02-05
RPH002,PM,21.02,62.5,2024-02-05
RPH003,AM,19.24,52.84,2024-02-05
RPH003,PM,19.88,52.84,2024-02-05
RPH004,AM,21.64,55.32,2024-02-05
RPH004,PM,19.32,55.32,2024-02-05
RPH005,AM,19.34,67.41,2024-02-05
RPH005,PM,16.96,67.41,2024-02-05
RPH006,AM,17.86,47.37,2024-02-05
RPH006,PM,16.53,47.37,2024-02-05
RPH007,AM,16.17,69.78,2024-02-05
RPH007,PM,13.24,69.78,2024-02-05
RPH008,AM,21.88,58.37,2024-02-05
RPH008,PM,21.33,58.37,2024-02-05
RPH009,AM,18.69,72.85,2024-02-05
RPH009,PM,17.43,72.85,2024-02-05
RPH010,AM,24.45,69.97,2024-02-05
RPH010,PM,22.91,69.97,2024-02-05
RPH011,AM,16.99,59.87,2024-02-05
RPH011,PM,15.43,59.87,2024-02-05
RPH012,AM,17.8,60.55,2024-02-05
RPH012,PM,17.93,60.55,2024-02-05
RPH013,AM,22.64,72.36,2024-02-05
RPH013,PM,19.81,72.36,2024-02-05
RPH014,AM,19.43,70.28,2024-02-05
RPH014,PM,13.88,70.28,2024-02-05
RPH015,AM,21.16,68.32,2024-02-05
RPH015,PM,18.57,68.32,2024-02-05
RPH001,AM,18.21,60.71,2024-02-12
RPH001,PM,15.3,60.71,2024-02-12
RPH002,AM,20.53,62.5,2024-02-12
RPH002,PM,14.24,62.5,2024-02-12
RPH003,AM,16.26,52.84,2024-02-12
RPH003,PM,17.8,52.84,2024-02-12
RPH004,AM,17.42,55.32,2024-02-12
RPH004,PM,15.67,55.32,2024-02-12
RPH005,AM,17.84,67.41,2024-02-12
RPH005,PM,15.7,67.41,2024-02-12
RPH006,AM,13.9,47.37,2024-02-12
RPH006,PM,13.63,47.37,2024-02-12
RPH007,AM,18.19,69.78,2024-02-12
RPH007,PM,18.27,69.78,2024-02-12
RPH008,AM,13.69,58.37,2024-02-12
RPH008,PM,12.83,58.37,2024-02-12
RPH009,AM,15.82,72.85,2024-02-12
RPH009,PM,18.42,72.85,2024-02-12
RPH010,AM,16.93,69.97,2024-02-12
RPH010,PM,14.43,69.97,2024-02-12
RPH011,AM,14.76,59.87,2024-02-12
RPH011,PM,16.13,59.87,2024-02-12
RPH012,AM,13.96,60.55,2024-02-12
RPH012,PM,12.37,60.55,2024-02-12
RPH013,AM,13.05,72.36,2024-02-12
RPH013,PM,10.31,72.36,2024-02-12
RPH014,AM,16.59,70.28,2024-02-12
RPH014,PM,18.8,70.28,2024-02-12
RPH015,AM,14.58,68.32,2024-02-12
RPH015,PM,13.26,68.32,2024-02-12
RPH001,AM,15.65,60.71,2024-02-19
RPH001,PM,15.79,60.71,2024-02-19
RPH002,AM,18.42,62.5,2024-02-19
RPH002,PM,17.8,62.5,2024-02-19
RPH003,AM,15.3,52.84,2024-02-19
RPH003,PM,14.73,52.84,2024-02-19
RPH004,AM,15.06,55.32,2024-02-19
RPH004,PM,13.73,55.32,2024-02-19
RPH005,AM,20.01,67.41,2024-02-19
RPH005,PM,14.11,67.41,2024-02-19
RPH006,AM,17.77,47.37,2024-02-19
RPH006,PM,18.35,47.37,2024-02-19
RPH007,AM,19.07,69.78,2024-02-19
RPH007,PM,18.12,69.78,2024-02-19
RPH008,AM,19.16,58.37,2024-02-19
RPH008,PM,19.03,58.37,2024-02-19
RPH009,AM,18.5,72.85,2024-02-19
RPH009,PM,17.63,72.85,2024-02-19
RPH010,AM,18.28,69.97,2024-02-19
RPH010,PM,17.9,69.97,2024-02-19
