DrugID,DrugName,DrugClass
2284-0345-32,Virginia Scrub Pine Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0340-32,Water Oak Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0143-32,Wax Myrtle Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0148-52,Western Cottonwood Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0243-62,Western Juniper Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4339-22,Western Sycamore Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0123-62,Western Wheatgrass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4330-82,Western Wheatgrass Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0340-62,Western White Oak Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0346-12,Western White Pine Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0141-22,White Alder Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0142-52,White Ash Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0145-72,White Birch Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0242-42,White Hickory Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0247-52,White Mulberry Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4338-22,White Mulbery Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0340-82,White Oak Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0347-32,White Poplar Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4343-82,Wing Scale Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0232-42,Wingscale,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8111-02,XANTHIUM STRUMARIUM VAR CANADENSE POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0131-52,Yellow Curly Dock,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8112-02,ZEA MAYS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8801-12,6 GRASS MIX,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen, Standardized Pollen Allergenic Extract"
0026-8801-32,7 GRASS MIX,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen, Standardized Pollen Allergenic Extract"
0026-8028-52,"Redtop Grass, Standardized","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen, Standardized Pollen Allergenic Extract"
6504-4077-72,"Standardized Grass Pollen, Redtop","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen, Standardized Pollen Allergenic Extract"
0496-4330-92,Standardized Redtop Grass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen, Standardized Pollen Allergenic Extract"
2284-0020-72,Standardized Redtop Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Non-Standardized Pollen Allergenic Extract, Pollen, Standardized Pollen Allergenic Extract"
0026-8153-12,AMBROSIA ARTEMISIIFOLIA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8029-32,"Bermuda Grass, Standardized","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8015-62,CENTER-AL - AMBROSIA ARTEMISIIFOLIA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8003-72,CENTER-AL - CYNODON DACTYLON POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8013-42,CENTER-AL - DACTYLIS GLOMERATA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8010-32,CENTER-AL - FESTUCA PRATENSIS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8017-32,CENTER-AL - LOLIUM PERENNE POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8019-22,CENTER-AL - PHLEUM PRATENSE POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8009-02,CENTER-AL - POA PRATENSIS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
5270-9150-12,GRASTEK,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8028-32,Kentucky Bluegrass (June) Standardized,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8029-12,"Meadow Fescue Grass, Standardized","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8028-12,"Orchard Grass, Standardized","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
6504-4229-72,"Pollens - Weeds and Garden Plants, Short Ragweed, Ambrosia artemisiifolia","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
5270-9160-12,RAGWITEK,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8028-92,"Rye Grass, Perennial Standardized","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8712-02,SHORT RAGWEED,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8350-92,STANDARDIZED PERENNIAL RYE GRASS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0496-4331-52,Short Ragweed,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
2284-0030-02,Short Ragweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0496-4334-22,Standardized Bermuda Grass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
2284-0020-02,Standardized Bermuda Grass Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
6504-4053-72,"Standardized Grass Pollen, Bermuda Grass","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
6504-4054-52,"Standardized Grass Pollen, Bluegrass, Kentucky June","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
6504-4061-12,"Standardized Grass Pollen, Fescue, Meadow","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
6504-4071-82,"Standardized Grass Pollen, Orchard Grass","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
6504-4078-72,"Standardized Grass Pollen, Ryegrass","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
6504-4082-52,"Standardized Grass Pollen, Sweet Vernal Grass","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
6504-4083-12,"Standardized Grass Pollen, Timothy","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
2284-0020-12,Standardized Kentucky (June) Bluegrass Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0496-4339-32,Standardized Kentucky Blue (June) Grass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0496-4335-02,Standardized Meadow Fescue Grass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
2284-0020-32,Standardized Meadow Fescue Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0496-4334-32,Standardized Orchard Grass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
2284-0020-52,Standardized Orchard Grass Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0496-4337-92,Standardized Perennial Rye Grass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
2284-0020-92,Standardized Perennial Ryegrass Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0496-4331-82,Standardized Sweet Vernal Grass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
2284-0021-12,Standardized Sweet Vernal Grass Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0496-4338-62,Standardized Timothy Grass,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
2284-0021-32,Standardized Timothy Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8028-72,"Sweet Vernal Grass, Standardized","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
0026-8027-92,"Timothy, Standardized","Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Pollen, Standardized Pollen Allergenic Extract"
5270-9130-12,Wasp Venom Protein,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Standardized Insect Venom Allergenic Extract, Wasp Venoms"
6504-4994-12,White Faced Hornet Hymenoptera Venom Multidose,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Standardized Insect Venom Allergenic Extract, Wasp Venoms"
5270-9110-12,White Faced Hornet Venom Protein,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Standardized Insect Venom Allergenic Extract, Wasp Venoms"
6504-4994-22,Yellow Hornet Hymenoptera Venom Multidose,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Standardized Insect Venom Allergenic Extract, Wasp Venoms"
5270-9100-12,Yellow Hornet Venom Protein,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Standardized Insect Venom Allergenic Extract, Wasp Venoms"
5270-9090-12,Yellow Jacket Venom Protein,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased IgG Production, Standardized Insect Venom Allergenic Extract, Wasp Venoms"
6347-9061-92,F19,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased Large Intestinal Motility, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Activity, Osmotic Laxative, Osmotic Laxative, Potassium Compounds, Potassium Salt, Standardized Chemical Allergen"
5571-4252-42,Stress-Tension,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Increased Large Intestinal Motility, Inhibition Large Intestine Fluid/Electrolyte Absorption, Osmotic Activity, Osmotic Laxative, Standardized Chemical Allergen"
6308-3201-92,DNA Insulin Drops,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Insulin Analog, Insulin, Standardized Chemical Allergen"
6308-3303-72,Pancreas DB Liquescence,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Insulin Analog, Insulin, Standardized Chemical Allergen"
4385-7002-52,Hemoforce,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity, Standardized Chemical Allergen"
7047-6000-22,Happy Happy,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Mood Stabilizer, Standardized Chemical Allergen"
6308-3200-22,Melancholy Drops,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Mood Stabilizer, Standardized Chemical Allergen"
4491-1023-02,Arteriotone,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Nitrate Vasodilator, Nitrates, Standardized Chemical Allergen, Vasodilation"
4385-7010-92,Viscumforce,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Nitrate Vasodilator, Nitrates, Standardized Chemical Allergen, Vasodilation"
4374-2081-92,Vascuflow,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Nitrate Vasodilator, Nitrates, Standardized Chemical Allergen, Vasodilation, Vasodilation, Vasodilator"
0026-8109-22,AMARANTHUS PALMERI POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8136-42,AMARANTHUS RETROFLEXUS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8137-12,AMARANTHUS SPINOSUS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8142-32,AMBROSIA ACANTHICARPA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8144-52,AMBROSIA PSILOSTACHYA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8675-02,AMBROSIA TENUIFOLIA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8143-92,AMBROSIA TRIFIDA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8676-42,ARTEMISIA ANNUA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8678-52,ARTEMISIA FRIGIDA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8147-12,ARTEMISIA TRIDENTATA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8129-72,ARTEMISIA VULGARIS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0130-52,Burrobrush,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4336-22,Burrobrush Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
5752-0006-12,"Bye, Bye Ver","Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8014-02,CENTER-AL - AMARANTHUS RETROFLEXUS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8015-32,CENTER-AL - AMBROSIA ACANTHICARPA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8016-42,CENTER-AL - AMBROSIA PSILOSTACHYA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8016-02,CENTER-AL - AMBROSIA TRIFIDA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8017-72,CENTER-AL - ARTEMISIA TRIDENTATA POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0026-8011-02,CENTER-AL - ARTEMISIA VULGARIS POLLEN,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4335-22,Canyon Ragweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4331-32,Careless Weed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4343-72,Coast Sage Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0134-82,Common Mugwort,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4332-02,Common Sage Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0231-12,Common Sagebrush,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0137-62,Desert Ragweed,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4335-52,Desert Ragweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0137-82,False Ragweed,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4335-12,False Ragweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0138-22,Giant Ragweed,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4331-72,Giant Ragweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4332-12,Mugwort Sage Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0136-02,Palmers Amaranth,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
6504-4212-52,"Pollens - Weeds and Garden Plants, Pigweed, Rough Redroot Amaranthus retroflexus","Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
6504-4229-32,"Pollens - Weeds and Garden Plants, Ragweed, Giant Ambrosia trifida","Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
6504-4230-82,"Pollens - Weeds and Garden Plants, Ragweed. Western Ambrosia psilostachya","Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
6504-4241-32,"Pollens - Weeds and Garden Plants, Sagebrush, Mugwort Artemisia vulgaris","Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
6504-4129-72,"Pollens - Weeds, Careless Weed Amaranthus palmeri","Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0134-92,Prairie Mugwort Darkleaved Sagebrush,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0137-12,Rabbit Bush,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4335-42,Rabbitbush Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4331-42,Redroot Pigweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0136-32,Rough Redroot Rough Redroot,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4335-32,Sandbur Ragweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4335-62,Slender Ragweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0139-02,Southern Ragweed,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0532-02,Spiny Pigweed,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
2284-0139-32,Western Ragweed,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4331-62,Western Ragweed Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
0496-4331-92,Wormwood Sage Pollen,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Non-Standardized Pollen Allergenic Extract, Pollen"
6308-3206-42,Syphilinum Miasm Drops,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Penicillin-class Antibacterial, Penicillins, Standardized Chemical Allergen"
0637-3620-52,CEPASTAT,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0638-2474-42,Cepacol,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0671-7201-62,Chloraseptic Total Sore Throat and Cough,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0671-7201-52,"Chloraseptic Total Sore Throat and Cough, Sugar Free","Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0799-0304-22,Equate Benz-Dex Cough and Throat Lozenges,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
7000-0055-22,Leader Mixed Berry Benz-Dex Lozenges,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0368-0083-62,Mixed Berry Sore Throat Lozenges,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0378-0806-22,Mixed Berry Sore Throat and Cough Lozenges,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0412-5006-62,Mixed Berry Sore Throat and Cough lozenge,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0698-4237-72,Mixed Berry Throat and Cough Lozenges,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
1182-2004-32,Rite Aid Mixed Berry Sore Throat and Cough Lozenge,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0036-3111-32,Walgreens Mixed Berry Benz-Dex Lozenges,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0411-6302-12,mixed berry sore throat and cough lozenge,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Sigma-1 Agonist, Sigma-1 Receptor Agonists, Standardized Chemical Allergen, Uncompetitive N-methyl-D-aspartate Receptor Antagonist, Uncompetitive NMDA Receptor Antagonists"
0102-3776-12,Orajel Cold Sore Moisturelock,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Skin Barrier Activity, Standardized Chemical Allergen"
0493-5437-52,2x Med Liq,"Allergens, Cell-mediated Immunity, Increased Histamine Release, Standardized Chemical Allergen"
